data;mês;dia_mes;dia_semana;setor;turno;carro;tempo_coleta;horas_coleta;tempo_trajeto;horas_trajeto;tempo_aterro;horas_aterro;km_coleta;km_trajeto;producao;producao_ton;viagens;ton/h;ton/km
27/04/2022;abr;27;qua;2;NOTURNO;33024;04:05:00;4,08;00:28:00;0,47;00:14:00;0,23;26;20;9.700;9,7;1;2,376;0,373
27/04/2022;abr;27;qua;21;NOTURNO;33049;06:16:00;6,27;00:30:00;0,5;00:15:00;0,25;46;15;10.290;10,29;1;1,642;0,224
27/04/2022;abr;27;qua;11;NOTURNO;32049;01:17:00;1,28;00:25:00;0,42;00:15:00;0,25;46;17;3.900;3,9;1;3,039;0,085
28/04/2022;abr;28;qui;13;DIURNO;32100;04:44:00;4,73;02:08:00;2,13;00:27:00;0,45;38;51;10.030;10,03;2;2,119;0,264
28/04/2022;abr;28;qui;14;DIURNO;32049;04:30:00;4,5;01:00:00;1;00:10:00;0,17;38;38;9.050;9,05;1;2,011;0,238
28/04/2022;abr;28;qui;16;DIURNO;32101;04:55:00;4,92;00:55:00;0,92;00:05:00;0,08;30;25;11.650;11,65;1;2,369;0,388
28/04/2022;abr;28;qui;18;DIURNO;33024;04:38:00;4,63;01:12:00;1,2;00:17:00;0,28;53;49;8.440;8,44;1;1,822;0,159
28/04/2022;abr;28;qui;20;DIURNO;33049;07:10:00;7,17;01:50:00;1,83;00:25:00;0,42;43;53;13.250;13,25;2;1,849;0,308
28/04/2022;abr;28;qui;9;DIURNO;33048;06:40:00;6,67;01:05:00;1,08;00:35:00;0,58;31;43;14.000;14;2;2,1;0,452
28/04/2022;abr;28;qui;1;NOTURNO;33024;02:33:00;2,55;00:45:00;0,75;00:21:00;0,35;16;19;5.910;5,91;1;2,318;0,369
28/04/2022;abr;28;qui;2;NOTURNO;32051;02:54:00;2,9;00:48:00;0,8;00:02:00;0,03;16;19;5.530;5,53;1;1,907;0,346
28/04/2022;abr;28;qui;3;NOTURNO;32049;04:10:00;4,17;00:30:00;0,5;00:11:00;0,18;24;15;8.620;8,62;1;2,069;0,359
28/04/2022;abr;28;qui;3;NOTURNO;32101;02:49:00;2,82;00:40:00;0,67;00:12:00;0,2;18;15;5.720;5,72;1;2,031;0,318
28/04/2022;abr;28;qui;4;NOTURNO;33024;06:44:00;6,73;00:48:00;0,8;00:01:00;0,02;48;16;10.720;10,72;1;1,592;0,223
28/04/2022;abr;28;qui;5;NOTURNO;33048;04:56:00;4,93;00:55:00;0,92;00:13:00;0,22;24;22;7.990;7,99;1;1,62;0,333
28/04/2022;abr;28;qui;6;NOTURNO;32049;01:09:00;1,15;00:51:00;0,85;00:15:00;0,25;8;23;2.730;2,73;1;2,374;0,341
28/04/2022;abr;28;qui;7;NOTURNO;32101;02:55:00;2,92;00:49:00;0,82;00:10:00;0,17;21;18;6.410;6,41;1;2,198;0,305
28/04/2022;abr;28;qui;7;NOTURNO;32100;02:35:00;2,58;01:13:00;1,22;00:10:00;0,17;18;22;5.210;5,21;1;2,017;0,289
28/04/2022;abr;28;qui;21;NOTURNO;33049;07:51:00;7,85;00:27:00;0,45;00:15:00;0,25;48;14;11.090;11,09;1;1,413;0,231
29/04/2022;abr;29;sex;8;DIURNO;32101;04:42:00;4,7;01:10:00;1,17;00:41:00;0,68;32;44;12.300;12,3;2;2,617;0,384
29/04/2022;abr;29;sex;19;DIURNO;33024;05:02:00;5,03;00:31:00;0,52;00:18:00;0,3;47;22;10.160;10,16;1;2,019;0,216
29/04/2022;abr;29;sex;17;DIURNO;33049;06:40:00;6,67;00:52:00;0,87;00:18:00;0,3;56;11;16.400;16,4;2;2,46;0,293
29/04/2022;abr;29;sex;15;DIURNO;32049;05:45:00;5,75;00:55:00;0,92;00:25:00;0,42;42;20;14.060;14,06;2;2,445;0,335
29/04/2022;abr;29;sex;12;DIURNO;32100;06:32:00;6,53;01:43:00;1,72;00:25:00;0,42;35;55;15.040;15,04;2;2,302;0,43
29/04/2022;abr;29;sex;10;DIURNO;32050;06:30:00;6,5;00:55:00;0,92;00:30:00;0,5;43;22;13.350;13,35;2;2,054;0,31
29/04/2022;abr;29;sex;1;NOTURNO;32049;03:40:00;3,67;00:15:00;0,25;00:13:00;0,22;14;17;7.310;7,31;1;1,994;0,522
29/04/2022;abr;29;sex;1;NOTURNO;33048;03:51:00;3,85;00:32:00;0,53;00:10:00;0,17;25;15;6.390;6,39;1;1,66;0,256
29/04/2022;abr;29;sex;11;NOTURNO;32101;04:44:00;4,73;00:21:00;0,35;00:14:00;0,23;32;12;9.590;9,59;1;2,026;0,3
29/04/2022;abr;29;sex;11;NOTURNO;32049;01:05:00;1,08;00:32:00;0,53;00:20:00;0,33;5;15;2.260;2,26;1;2,086;0,452
29/04/2022;abr;29;sex;21;NOTURNO;33049;07:29:00;7,48;00:31:00;0,52;00:19:00;0,32;46;15;11.650;11,65;1;1,557;0,253
29/04/2022;abr;29;sex;6;NOTURNO;33048;02:36:00;2,6;00:46:00;0,77;00:15:00;0,25;17;21;4.620;4,62;1;1,777;0,272
29/04/2022;abr;29;sex;6;NOTURNO;32100;02:48:00;2,8;00:50:00;0,83;00:11:00;0,18;15;22;4.660;4,66;1;1,664;0,311
29/04/2022;abr;29;sex;6;NOTURNO;32101;01:28:00;1,47;00:51:00;0,85;00:16:00;0,27;9;21;2.490;2,49;1;1,698;0,277
29/04/2022;abr;29;sex;2;NOTURNO;33024;06:13:00;6,22;00:49:00;0,82;00:03:00;0,05;43;18;10.860;10,86;1;1,747;0,253
30/04/2022;abr;30;sáb;9;DIURNO;32050;03:00:00;3;00:35:00;0,58;00:20:00;0,33;25;22;4.990;4,99;1;1,663;0,2
30/04/2022;abr;30;sáb;9;DIURNO;33048;01:08:00;1,13;00:51:00;0,85;00:13:00;0,22;6;25;2.460;2,46;1;2,171;0,41
30/04/2022;abr;30;sáb;13;DIURNO;32100;03:32:00;3,53;01:00:00;1;00:16:00;0,27;36;47;5.770;5,77;1;1,633;0,16
30/04/2022;abr;30;sáb;14;DIURNO;32049;03:05:00;3,08;00:50:00;0,83;00:10:00;0,17;37;38;4.240;4,24;1;1,375;0,115
30/04/2022;abr;30;sáb;20;DIURNO;33049;04:30:00;4,5;00:42:00;0,7;00:28:00;0,47;39;27;7.720;7,72;1;1,716;0,198
30/04/2022;abr;30;sáb;16;DIURNO;32101;02:50:00;2,83;00:45:00;0,75;00:10:00;0,17;32;25;5.520;5,52;1;1,948;0,173
30/04/2022;abr;30;sáb;18;DIURNO;33024;03:15:00;3,25;01:21:00;1,35;00:14:00;0,23;50;51;4.740;4,74;1;1,458;0,095
30/04/2022;abr;30;sáb;3;NOTURNO;32100;01:56:00;1,93;00:31:00;0,52;00:13:00;0,22;13;14;2.630;2,63;1;1,36;0,202
30/04/2022;abr;30;sáb;3;NOTURNO;32049;03:48:00;3,8;00:28:00;0,47;00:21:00;0,35;30;15;5.990;5,99;1;1,576;0,2
30/04/2022;abr;30;sáb;4;NOTURNO;33024;04:30:00;4,5;00:43:00;0,72;00:02:00;0,03;44;16;5.790;5,79;1;1,287;0,132
30/04/2022;abr;30;sáb;5;NOTURNO;33048;03:55:00;3,92;00:47:00;0,78;00:12:00;0,2;31;24;5.630;5,63;1;1,437;0,182
30/04/2022;abr;30;sáb;7;NOTURNO;32101;03:55:00;3,92;00:40:00;0,67;00:20:00;0,33;34;21;7.520;7,52;1;1,92;0,221
30/04/2022;abr;30;sáb;21;NOTURNO;32050;05:20:00;5,33;00:32:00;0,53;00:12:00;0,2;45;14;4.460;4,46;1;0,836;0,099
01/05/2022;mai;1;dom;8;DIURNO;32101;04:50:00;4,83;01:05:00;1,08;00:20:00;0,33;33;43;13.150;13,15;2;2,721;0,398
01/05/2022;mai;1;dom;10;DIURNO;33048;05:54:00;5,9;00:46:00;0,77;00:35:00;0,58;36;30;13.990;13,99;2;2,371;0,389
01/05/2022;mai;1;dom;12;DIURNO;32100;05:44:00;5,73;01:31:00;1,52;00:28:00;0,47;39;54;14.420;14,42;2;2,515;0,37
01/05/2022;mai;1;dom;15;DIURNO;32049;06:25:00;6,42;00:45:00;0,75;00:25:00;0,42;39;21;15.100;15,1;2;2,353;0,387
01/05/2022;mai;1;dom;17;DIURNO;32050;06:25:00;6,42;00:57:00;0,95;00:15:00;0,25;44;13;7.150;7,15;2;1,114;0,163
01/05/2022;mai;1;dom;17;DIURNO;32048;06:54:00;6,9;00:50:00;0,83;00:21:00;0,35;48;11;14.610;14,61;2;2,117;0,304
01/05/2022;mai;1;dom;19;DIURNO;33024;06:05:00;6,08;01:05:00;1,08;00:15:00;0,25;7;50;10.240;10,24;1;1,683;1,463
01/05/2022;mai;1;dom;1;NOTURNO;32049;03:45:00;3,75;00:31:00;0,52;00:14:00;0,23;16;20;6.880;6,88;1;1,835;0,43
01/05/2022;mai;1;dom;1;NOTURNO;32101;03:03:00;3,05;00:35:00;0,58;00:11:00;0,18;18;17;5.180;5,18;1;1,698;0,288
01/05/2022;mai;1;dom;2;NOTURNO;33024;05:20:00;5,33;00:40:00;0,67;00:02:00;0,03;42;18;9.090;9,09;1;1,704;0,216
01/05/2022;mai;1;dom;6;NOTURNO;33048;04:34:00;4,57;01:04:00;1,07;00:01:00;0,02;24;21;7.020;7,02;1;1,537;0,293
01/05/2022;mai;1;dom;6;NOTURNO;32049;02:27:00;2,45;00:52:00;0,87;00:20:00;0,33;17;21;4.140;4,14;1;1,69;0,244
01/05/2022;mai;1;dom;11;NOTURNO;32101;02:50:00;2,83;00:25:00;0,42;00:12:00;0,2;19;11;6.320;6,32;1;2,231;0,333
01/05/2022;mai;1;dom;11;NOTURNO;32100;02:56:00;2,93;00:30:00;0,5;00:15:00;0,25;19;14;5.460;5,46;1;1,861;0,287
01/05/2022;mai;1;dom;21;NOTURNO;32050;05:28:00;5,47;00:41:00;0,68;00:18:00;0,3;31;14;8.830;8,83;1;1,615;0,285
03/05/2022;mai;3;ter;9;DIURNO;33048;09:46:00;9,77;01:57:00;1,95;00:57:00;0,95;31;68;27.230;27,23;3;2,788;0,878
03/05/2022;mai;3;ter;13;DIURNO;32100;07:16:00;7,27;02:50:00;2,83;00:59:00;0,98;42;91;22.680;22,68;3;3,121;0,54
03/05/2022;mai;3;ter;14;DIURNO;32049;07:45:00;7,75;02:50:00;2,83;00:45:00;0,75;39;93;21.020;21,02;3;2,712;0,539
03/05/2022;mai;3;ter;16;DIURNO;32101;08:40:00;8,67;02:15:00;2,25;00:40:00;0,67;39;75;27.960;27,96;3;3,226;0,717
03/05/2022;mai;3;ter;18;DIURNO;33024;06:58:00;6,97;02:39:00;2,65;00:29:00;0,48;58;103;17.600;17,6;2;2,526;0,303
03/05/2022;mai;3;ter;20;DIURNO;32051;03:20:00;3,33;01:32:00;1,53;00:08:00;0,13;11;49;7.500;7,5;1;2,25;0,682
03/05/2022;mai;3;ter;20;DIURNO;32050;03:12:00;3,2;01:18:00;1,3;00:15:00;0,25;13;45;6.130;6,13;1;1,916;0,472
03/05/2022;mai;3;ter;20;DIURNO;32048;04:05:00;4,08;01:36:00;1,6;00:04:00;0,07;16;30;9.100;9,1;1;2,229;0,569
03/05/2022;mai;3;ter;3;NOTURNO;32049;02:52:00;2,87;00:28:00;0,47;00:15:00;0,25;17;17;7.380;7,38;1;2,574;0,434
03/05/2022;mai;3;ter;3;NOTURNO;32048;03:00:00;3;00:23:00;0,38;00:22:00;0,37;13;17;9.090;9,09;1;3,03;0,699
03/05/2022;mai;3;ter;4;NOTURNO;32048;00:31:00;0,52;00:39:00;0,65;00:01:00;0,02;3;17;1.120;1,12;1;2,168;0,373
03/05/2022;mai;3;ter;4;NOTURNO;32101;04:17:00;4,28;00:32:00;0,53;00:15:00;0,25;28;19;10.040;10,04;1;2,344;0,359
03/05/2022;mai;3;ter;4;NOTURNO;33024;01:40:00;1,67;00:42:00;0,7;00:12:00;0,2;10;19;4.850;4,85;1;2,91;0,485
03/05/2022;mai;3;ter;5;NOTURNO;32100;01:42:00;1,7;00:57:00;0,95;00:18:00;0,3;11;25;8.280;8,28;1;4,871;0,753
03/05/2022;mai;3;ter;5;NOTURNO;32048;03:41:00;3,68;01:02:00;1,03;00:25:00;0,42;14;28;7.910;7,91;1;2,148;0,565
03/05/2022;mai;3;ter;5;NOTURNO;32101;02:21:00;2,35;00:55:00;0,92;00:02:00;0,03;10;22;4.620;4,62;1;1,966;0,462
03/05/2022;mai;3;ter;7;NOTURNO;32051;02:56:00;2,93;00:39:00;0,65;00:15:00;0,25;9;22;7.930;7,93;1;2,703;0,881
03/05/2022;mai;3;ter;7;NOTURNO;32050;05:36:00;5,6;01:29:00;1,48;00:25:00;0,42;25;42;14.650;14,65;2;2,616;0,586
03/05/2022;mai;3;ter;21;NOTURNO;32049;03:50:00;3,83;00:27:00;0,45;00:14:00;0,23;22;14;8.610;8,61;1;2,246;0,391
03/05/2022;mai;3;ter;21;NOTURNO;32100;05:04:00;5,07;00:35:00;0,58;00:20:00;0,33;26;15;9.280;9,28;1;1,832;0,357
04/05/2022;mai;4;qua;8;DIURNO;32101;07:30:00;7,5;01:35:00;1,58;00:30:00;0,5;34;45;20.740;20,74;2;2,765;0,61
04/05/2022;mai;4;qua;10;DIURNO;32050;07:36:00;7,6;01:50:00;1,83;01:14:00;1,23;41;40;20.550;20,55;3;2,704;0,501
04/05/2022;mai;4;qua;12;DIURNO;32100;07:46:00;7,77;02:35:00;2,58;01:34:00;1,57;36;72;27.410;27,41;3;3,529;0,761
04/05/2022;mai;4;qua;15;DIURNO;32049;07:20:00;7,33;01:35:00;1,58;00:50:00;0,83;41;31;23.500;23,5;3;3,205;0,573
04/05/2022;mai;4;qua;17;DIURNO;32049;09:35:00;9,58;01:55:00;1,92;00:45:00;0,75;59;27;24.840;24,84;3;2,592;0,421
04/05/2022;mai;4;qua;19;DIURNO;33024;07:00:00;7;01:50:00;1,83;00:25:00;0,42;46;45;17.270;17,27;2;2,467;0,375
04/05/2022;mai;4;qua;1;NOTURNO;31933;04:26:00;4,43;00:34:00;0,57;00:14:00;0,23;16;20;10.930;10,93;1;2,465;0,683
04/05/2022;mai;4;qua;1;NOTURNO;32049;03:06:00;3,1;00:35:00;0,58;00:15:00;0,25;19;15;6.230;6,23;1;2,01;0,328
04/05/2022;mai;4;qua;2;NOTURNO;32100;03:37:00;3,62;00:47:00;0,78;00:02:00;0,03;20;20;6.650;6,65;1;1,839;0,333
04/05/2022;mai;4;qua;2;NOTURNO;33024;03:50:00;3,83;00:45:00;0,75;00:15:00;0,25;23;19;9.190;9,19;1;2,397;0,4
04/05/2022;mai;4;qua;6;NOTURNO;32048;04:40:00;4,67;00:48:00;0,8;00:13:00;0,22;22;21;9.010;9,01;1;1,931;0,41
04/05/2022;mai;4;qua;6;NOTURNO;32049;03:17:00;3,28;00:53:00;0,88;00:16:00;0,27;18;22;7.150;7,15;1;2,178;0,397
04/05/2022;mai;4;qua;21;NOTURNO;32050;05:40:00;5,67;00:32:00;0,53;00:12:00;0,2;37;19;7.960;7,96;1;1,405;0,215
04/05/2022;mai;4;qua;11;NOTURNO;32101;06:35:00;6,58;01:12:00;1,2;00:32:00;0,53;32;24;15.070;15,07;2;2,289;0,471
04/05/2022;mai;4;qua;11;NOTURNO;31933;01:31:00;1,52;00:34:00;0,57;00:15:00;0,25;6;13;3.480;3,48;1;2,295;0,58
04/05/2022;mai;4;qua;21;NOTURNO;31933;01:13:00;1,22;00:56:00;0,93;00:07:00;0,12;9;20;2.680;2,68;1;2,203;0,298
04/05/2022;mai;4;qua;22;0;32049;03:30:00;3,5;00:45:00;0,75;00:10:00;0,17;15;21;6.900;6,9;1;1,971;0,46
05/05/2022;mai;5;qui;9;DIURNO;32051;03:52:00;3,87;00:44:00;0,73;00:14:00;0,23;20;22;7.210;7,21;1;1,865;0,361
05/05/2022;mai;5;qui;13;DIURNO;32100;03:52:00;3,87;01:24:00;1,4;00:10:00;0,17;24;37;6.140;6,14;1;1,588;0,256
05/05/2022;mai;5;qui;13;DIURNO;32049;03:16:00;3,27;01:00:00;1;00:12:00;0,2;17;26;4.180;4,18;1;1,28;0,246
05/05/2022;mai;5;qui;14;DIURNO;31933;05:10:00;5,17;01:45:00;1,75;00:15:00;0,25;37;39;8.800;8,8;1;1,703;0,238
05/05/2022;mai;5;qui;16;DIURNO;32101;05:35:00;5,58;05:46:00;5,77;00:04:00;0,07;19;26;11.340;11,34;1;2,031;0,597
05/05/2022;mai;5;qui;18;DIURNO;33024;04:54:00;4,9;01:09:00;1,15;00:17:00;0,28;53;50;7.810;7,81;1;1,594;0,147
05/05/2022;mai;5;qui;20;DIURNO;32048;07:40:00;7,67;02:10:00;2,17;00:20:00;0,33;42;52;12.860;12,86;2;1,677;0,306
05/05/2022;mai;5;qui;3;NOTURNO;32048;01:00:00;1;00:25:00;0,42;00:14:00;0,23;12;7;1.660;1,66;1;1,66;0,138
05/05/2022;mai;5;qui;3;NOTURNO;31933;14:03:00;14,05;00:47:00;0,78;00:33:00;0,55;34;22;12.300;12,3;2;0,875;0,362
05/05/2022;mai;5;qui;4;NOTURNO;33024;06:44:00;6,73;00:51:00;0,85;00:02:00;0,03;49;16;10.580;10,58;1;1,571;0,216
05/05/2022;mai;5;qui;5;NOTURNO;32049;03:16:00;3,27;01:09:00;1,15;00:15:00;0,25;16;23;5.020;5,02;1;1,537;0,314
05/05/2022;mai;5;qui;5;NOTURNO;32048;02:15:00;2,25;00:45:00;0,75;00:12:00;0,2;15;24;4.480;4,48;1;1,991;0,299
05/05/2022;mai;5;qui;7;NOTURNO;32049;01:50:00;1,83;00:40:00;0,67;00:15:00;0,25;11;42;3.770;3,77;1;2,056;0,343
05/05/2022;mai;5;qui;21;NOTURNO;33049;07:08:00;7,13;00:40:00;0,67;00:05:00;0,08;47;104;9.270;9,27;1;1,3;0,197
06/05/2022;mai;6;sex;8;DIURNO;32101;03:42:00;3,7;02:23:00;2,38;00:20:00;0,33;24;51;9.290;9,29;1;2,511;0,387
06/05/2022;mai;6;sex;9;DIURNO;32051;06:46:00;6,77;01:14:00;1,23;00:37:00;0,62;41;37;14.030;14,03;2;2,073;0,342
06/05/2022;mai;6;sex;10;DIURNO;32048;04:35:00;4,58;01:09:00;1,15;00:18:00;0,3;27;16;6.910;6,91;1;1,508;0,256
06/05/2022;mai;6;sex;12;DIURNO;32100;05:31:00;5,52;01:39:00;1,65;00:31:00;0,52;49;32;13.220;13,22;2;2,396;0,27
06/05/2022;mai;6;sex;15;DIURNO;32049;06:30:00;6,5;01:05:00;1,08;00:20:00;0,33;43;18;13.460;13,46;2;2,071;0,313
06/05/2022;mai;6;sex;17;DIURNO;33049;07:15:00;7,25;00:40:00;0,67;00:25:00;0,42;53;14;15.450;15,45;2;2,131;0,292
06/05/2022;mai;6;sex;19;DIURNO;33024;05:25:00;5,42;00:29:00;0,48;00:11:00;0,18;46;18;10.380;10,38;1;1,916;0,226
06/05/2022;mai;6;sex;1;NOTURNO;32100;03:42:00;3,7;00:43:00;0,72;00:15:00;0,25;16;23;7.700;7,7;1;2,081;0,481
06/05/2022;mai;6;sex;1;NOTURNO;32050;03:11:00;3,18;00:40:00;0,67;00:12:00;0,2;18;16;5.310;5,31;1;1,668;0,295
06/05/2022;mai;6;sex;2;NOTURNO;33024;06:10:00;6,17;00:48:00;0,8;00:02:00;0,03;42;18;10.050;10,05;1;1,63;0,239
06/05/2022;mai;6;sex;6;NOTURNO;32049;03:37:00;3,62;01:22:00;1,37;00:17:00;0,28;23;21;6.690;6,69;1;1,85;0,291
06/05/2022;mai;6;sex;11;NOTURNO;32101;02:55:00;2,92;00:23:00;0,38;00:12:00;0,2;19;11;6.110;6,11;1;2,095;0,322
06/05/2022;mai;6;sex;21;NOTURNO;33049;06:55:00;6,92;00:35:00;0,58;00:10:00;0,17;47;14;10.370;10,37;1;1,499;0,221
07/05/2022;mai;7;sáb;13;DIURNO;32100;06:36:00;6,6;02:12:00;2,2;00:34:00;0,57;42;62;12.080;12,08;2;1,83;0,288
07/05/2022;mai;7;sáb;14;DIURNO;32049;05:35:00;5,58;01:05:00;1,08;00:15:00;0,25;37;39;9.800;9,8;1;1,755;0,265
07/05/2022;mai;7;sáb;16;DIURNO;32101;05:03:00;5,05;01:30:00;1,5;00:34:00;0,57;32;57;12.450;12,45;2;2,465;0,389
07/05/2022;mai;7;sáb;18;DIURNO;33024;05:39:00;5,65;01:00:00;1;00:13:00;0,22;55;50;10.190;10,19;1;1,804;0,185
07/05/2022;mai;7;sáb;20;DIURNO;33049;05:10:00;5,17;01:00:00;1;00:20:00;0,33;30;26;9.640;9,64;1;1,866;0,321
07/05/2022;mai;7;sáb;3;NOTURNO;32048;03:00:00;3;00:32:00;0,53;00:14:00;0,23;20;14;7.690;7,69;1;2,563;0,385
07/05/2022;mai;7;sáb;3;NOTURNO;32100;03:00:00;3;00:23:00;0,38;00:13:00;0,22;16;15;5.690;5,69;1;1,897;0,356
07/05/2022;mai;7;sáb;3;NOTURNO;32051;01:03:00;1,05;00:24:00;0,4;00:18:00;0,3;7;13;2.480;2,48;1;2,362;0,354
07/05/2022;mai;7;sáb;4;NOTURNO;33024;06:14:00;6,23;00:44:00;0,73;00:02:00;0,03;45;17;10.900;10,9;1;1,749;0,242
07/05/2022;mai;7;sáb;5;NOTURNO;32051;03:34:00;3,57;02:02:00;2,03;00:12:00;0,2;16;24;6.450;6,45;1;1,808;0,403
07/05/2022;mai;7;sáb;5;NOTURNO;32048;02:36:00;2,6;00:47:00;0,78;00:12:00;0,2;16;24;5.560;5,56;1;2,138;0,348
07/05/2022;mai;7;sáb;7;NOTURNO;32101;04:35:00;4,58;00:53:00;0,88;00:15:00;0,25;24;22;9.310;9,31;1;2,031;0,388
07/05/2022;mai;7;sáb;7;NOTURNO;32049;01:35:00;1,58;00:47:00;0,78;00:15:00;0,25;11;21;3.900;3,9;1;2,463;0,355
07/05/2022;mai;7;sáb;21;NOTURNO;33049;08:20:00;8,33;00:36:00;0,6;00:13:00;0,22;45;15;10.680;10,68;1;1,282;0,237
07/05/2022;mai;7;sáb;23;0;32051;00:07:00;0,12;00:36:00;;00:20:00;;2;14;1.080;1,08;1;9,257;0,54
08/05/2022;mai;8;dom;8;DIURNO;32101;04:50:00;4,83;00:51:00;0,85;00:10:00;0,17;23;23;9.450;9,45;1;1,955;0,411
08/05/2022;mai;8;dom;8;DIURNO;32051;03:12:00;3,2;00:40:00;0,67;00:13:00;0,22;13;97;6.400;6,4;1;2;0,492
08/05/2022;mai;8;dom;10;DIURNO;32048;05:10:00;5,17;03:06:00;3,1;00:29:00;0,48;29;35;15.150;15,15;2;2,932;0,522
08/05/2022;mai;8;dom;12;DIURNO;32100;06:52:00;6,87;01:50:00;1,83;00:45:00;0,75;36;53;16.630;16,63;2;2,422;0,462
08/05/2022;mai;8;dom;19;DIURNO;33024;06:11:00;6,18;00:29:00;0,48;00:15:00;0,25;44;22;12.450;12,45;1;2,013;0,283
08/05/2022;mai;8;dom;19;DIURNO;32049;00:30:00;0,5;01:44:00;1,73;00:15:00;0,25;9;9;2.250;2,25;1;4,5;0,25
08/05/2022;mai;8;dom;15;DIURNO;32049;04:10:00;4,17;00:42:00;0,7;00:10:00;0,17;28;11;8.470;8,47;1;2,033;0,303
08/05/2022;mai;8;dom;15;DIURNO;32050;02:28:00;2,47;00:24:00;0,4;00:10:00;0,17;14;9;5.970;5,97;1;2,42;0,426
08/05/2022;mai;8;dom;17;DIURNO;33049;07:15:00;7,25;00:35:00;0,58;00:20:00;0,33;44;14;14.690;14,69;2;2,026;0,334
08/05/2022;mai;8;dom;1;NOTURNO;32049;03:20:00;3,33;00:34:00;0,57;00:12:00;0,2;14;19;10.350;10,35;1;3,105;0,739
08/05/2022;mai;8;dom;1;NOTURNO;32101;03:52:00;3,87;00:36:00;0,6;00:12:00;0,2;21;16;6.460;6,46;1;1,671;0,308
08/05/2022;mai;8;dom;2;NOTURNO;33024;06:45:00;6,75;00:44:00;0,73;00:02:00;0,03;42;17;9.960;9,96;1;1,476;0,237
08/05/2022;mai;8;dom;6;NOTURNO;32048;04:45:00;4,75;00:44:00;0,73;00:14:00;0,23;31;16;7.370;7,37;1;1,552;0,238
08/05/2022;mai;8;dom;6;NOTURNO;32101;02:20:00;2,33;01:14:00;1,23;00:12:00;0,2;17;12;5.650;5,65;1;2,421;0,332
08/05/2022;mai;8;dom;11;NOTURNO;32100;03:27:00;3,45;00:28:00;0,47;00:15:00;0,25;23;14;6.400;6,4;1;1,855;0,278
08/05/2022;mai;8;dom;21;NOTURNO;33049;07:16:00;7,27;00:35:00;0,58;00:15:00;0,25;46;15;10.070;10,07;1;1,386;0,219
10/05/2022;mai;10;ter;20;DIURNO;33049;07:40:00;7,67;01:53:00;1,88;00:37:00;0,62;45;53;17.390;17,39;2;2,268;0,386
10/05/2022;mai;10;ter;9;DIURNO;32048;07:00:00;7;01:20:00;1,33;00:20:00;0,33;29;44;16.780;16,78;2;2,397;0,579
10/05/2022;mai;10;ter;14;DIURNO;32049;09:25:00;9,42;02:15:00;2,25;00:40:00;0,67;51;59;17.990;17,99;2;1,91;0,353
10/05/2022;mai;10;ter;13;DIURNO;32100;05:42:00;5,7;02:11:00;2,18;00:38:00;0,63;38;66;11.780;11,78;2;2,067;0,31
10/05/2022;mai;10;ter;16;DIURNO;32101;06:32:00;6,53;01:32:00;1,53;00:26:00;0,43;34;50;17.890;17,89;2;2,738;0,526
10/05/2022;mai;10;ter;18;DIURNO;33024;07:13:00;7,22;02:00:00;2;00:33:00;0,55;60;87;15.770;15,77;2;2,185;0,263
10/05/2022;mai;10;ter;4;NOTURNO;33024;07:25:00;7,42;00:45:00;0,75;00:10:00;0,17;33;13;10.760;10,76;1;1,451;0,326
10/05/2022;mai;10;ter;4;NOTURNO;33049;02:39:00;2,65;00:28:00;0,47;00:10:00;0,17;21;17;4.420;4,42;1;1,668;0,21
10/05/2022;mai;10;ter;3;NOTURNO;32100;03:00:00;3;00:40:00;0,67;00:10:00;0,17;16;16;8.450;8,45;1;2,817;0,528
10/05/2022;mai;10;ter;3;NOTURNO;32049;04:41:00;4,68;00:46:00;0,77;00:36:00;0,6;29;28;10.690;10,69;2;2,283;0,369
10/05/2022;mai;10;ter;21;NOTURNO;32050;05:14:00;5,23;00:31:00;0,52;00:17:00;0,28;28;16;10.740;10,74;1;2,052;0,384
10/05/2022;mai;10;ter;21;NOTURNO;32048;02:43:00;2,72;00:40:00;0,67;00:11:00;0,18;18;16;6.470;6,47;1;2,382;0,359
10/05/2022;mai;10;ter;7;NOTURNO;32101;06:05:00;6,08;01:50:00;1,83;00:30:00;0,5;34;40;17.030;17,03;2;2,799;0,501
10/05/2022;mai;10;ter;5;NOTURNO;32100;00:54:00;0,9;00:54:00;0,9;00:14:00;0,23;7;23;2.560;2,56;1;2,844;0,366
10/05/2022;mai;10;ter;5;NOTURNO;32051;03:35:00;3,58;00:51:00;0,85;00:15:00;0,25;17;23;8.030;8,03;1;2,241;0,472
10/05/2022;mai;10;ter;5;NOTURNO;32048;03:08:00;3,13;00:54:00;0,9;00:19:00;0,32;15;23;8.330;8,33;1;2,659;0,555
11/05/2022;mai;11;qua;6;NOTURNO;32048;03:33:00;3,55;00:41:00;0,68;00:10:00;0,17;21;21;8.110;8,11;1;2,285;0,386
11/05/2022;mai;11;qua;6;NOTURNO;32048;01:57:00;1,95;00:39:00;0,65;00:13:00;0,22;14;18;4.930;4,93;1;2,528;0,352
11/05/2022;mai;11;qua;6;NOTURNO;32100;02:57:00;2,95;00:38:00;0,63;00:16:00;0,27;13;20;6.120;6,12;1;2,075;0,471
11/05/2022;mai;11;qua;11;NOTURNO;32101;06:05:00;6,08;01:30:00;1,5;00:35:00;0,58;35;23;16.180;16,18;2;2,66;0,462
